년도	월	약효분류코드	약효분류명	수량	사용금액
2019	3	267	모발용제(발모,탈모,염모,양모제)	0	0
2019	3	269	기타의 외피용약	882	3,349
2019	3	311	비타민 A 및 D제	6,969	3,156
2019	3	312	비타민 B₁제	4,976	194
2019	3	313	비타민 B제(비타민 B₁을 제외)	11,472	337
2019	3	314	비타민 C 및 P제	222	54
2019	3	315	비타민 E 및 K제	79	18
2019	3	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,205	500
2019	3	321	칼슘제	33,704	2,604
2019	3	322	무기질제제	12,829	1,868
2019	3	323	당류제	1,727	2,176
2019	3	325	단백아미노산제제	2,500	14,567
2019	3	326	장기제제	105	86
2019	3	329	기타의 자양강장변질제	44	613
2019	3	331	혈액대용제	14,947	15,765
2019	3	332	지혈제	1,308	3,317
2019	3	333	혈액응고저지제	11,527	15,388
2019	3	339	기타의 혈액 및 체액용약	59,261	39,817
2019	3	341	인공신장관류용제	19,372	11,927
2019	3	349	기타의 인공관류용제	817	8,984
2019	3	391	간장질환용제	55,058	24,306
2019	3	392	해독제	5,168	5,299
2019	3	394	통풍치료제	13,666	1,991
2019	3	395	효소제제	38,280	10,796
2019	3	396	당뇨병용제	216,615	86,199
2019	3	398	종합대사성제제	0	0
2019	3	399	따로 분류되지 않는 대사성 의약품	57,606	52,037
2019	3	421	항악성종양제	9,904	135,961
2019	3	429	기타의 종양치료제	250	884
2019	3	431	방사성 의약품	1,053	7,720
2019	3	439	기타의 조직세포의 치료 및 진단	65	24,160
2019	3	490	기타의 조직세포의 기능용의약품	1,046	935
2019	3	611	주로 그람양성균에 작용하는 것	662	3,605
2019	3	612	주로 그람음성균에 작용하는 것	683	1,743
2019	3	613	주로 항산성균에 작용하는 것	1,003	236
2019	3	614	주로 그람양성균,리케치아,비루스에 작용하는 것	6,531	3,491
2019	3	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,658	696
2019	3	616	주로 곰팡이,원충에 작용하는 것	19	2,221
2019	3	617	주로 악성종양에 작용하는 것	28	888
2019	3	618	주로 그람양성,음성균에 작용하는 것	197,086	77,675
2019	3	619	기타의 항생물질 제제(복합항생물질제제를 포함)	24,142	9,200
2019	3	621	설화제	3,717	542
2019	3	622	항결핵제	3,192	852
2019	3	623	치나제	4	0
2019	3	629	기타의 화학요법제	34,512	65,937
2019	3	631	백신류	0	12
2019	3	632	독소류 및 톡소이드류	1	172
2019	3	633	항독소 및 렙토스피라혈청류	0	4
2019	3	634	혈액제제류	6,629	20,153
2019	3	635	생물학적 시험용제제류	0	9
2019	3	636	생물학적 제제	0	11
2019	3	639	기타의 생물학적 제제	6	3,568
2019	3	641	항원충제	8,251	1,567
2019	3	642	구충제	8	5
2019	3	712	연고기제	0	0
2019	3	713	용해제	796	212
2019	3	721	X선조영제	3,555	35,141
2019	3	722	일반검사용 시약	12	76
2019	3	728	기능검사용 시약	14	181
2019	3	729	기타의 진단용약	58	78
2019	3	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	4
2019	3	811	아편알카로이드계 제제	4,309	1,728
2019	3	821	합성마약	5,177	10,060
2019	3	999	해당사항없음	158	245
2019	4	111	전신마취제	889	3,354
2019	4	112	최면진정제	20,609	3,007
2019	4	113	항전간제	66,018	17,962
2019	4	114	해열·진통·소염제	467,663	72,062
2019	4	115	각성제,흥분제	2,347	2,015
2019	4	116	진훈제	2,882	107
2019	4	117	정신신경용제	203,440	43,505
2019	4	119	기타의 중추신경용약	144,421	86,890
2019	4	121	국소마취제	4,032	2,245
2019	4	122	골격근이완제	56,141	7,668
2019	4	123	자율신경제	18,946	2,670
2019	4	124	진경제	29,860	3,788
2019	4	129	기타의 말초신경용약	1	124
2019	4	131	안과용제	96,955	59,789
2019	4	132	이비과용제	1,364	6,257
2019	4	141	항히스타민제	283,030	14,965
2019	4	142	자격요법제(비특이성면역원제제를 포함)	14,042	35,114
2019	4	149	기타의 알레르기용약	49,990	21,475
2019	4	211	강심제	13,632	1,356
2019	4	212	부정맥용제	24,315	2,675
2019	4	213	이뇨제	29,208	1,622
2019	4	214	혈압강하제	284,623	152,370
2019	4	215	혈관보강제	5,023	1,034
2019	4	216	혈관수축제	728	92
2019	4	217	혈관확장제	61,583	10,764
2019	4	218	동맥경화용제	238,664	165,496
2019	4	219	기타의 순환계용약	191,215	58,201
2019	4	220	호흡기관용약	82	2,810
2019	4	221	호흡촉진제	87	233
2019	4	222	진해거담제	538,198	43,960
2019	4	223	함소흡입제	465,588	3,500
2019	4	229	기타의 호흡기관용약	61,265	10,549
2019	4	231	치과구강용약	942	669
2019	4	232	소화성궤양용제	379,412	102,644
2019	4	233	건위소화제	103	3
2019	4	234	제산제	89,181	3,545
2019	4	235	최토제,진토제	10,760	5,980
2019	4	236	이담제	15,116	3,100
2019	4	237	정장제	36,531	4,258
2019	4	238	하제,완장제	2,198	384
2019	4	239	기타의 소화기관용약	227,552	26,665
2019	4	241	뇌하수체호르몬제	2,717	7,622
2019	4	243	갑상선,부갑상선호르몬제	38,664	2,938
2019	4	244	단백동화스테로이드제	16	9
2019	4	245	부신호르몬제	54,669	5,208
2019	4	246	남성호르몬제	247	114
2019	4	247	난포호르몬 및 황체호르몬제	9,730	4,379
2019	4	249	기타의 호르몬제(항호르몬제를 포함)	739	15,233
2019	4	252	자궁수축제	87	80
2019	4	255	비뇨생식기관용제(성병예방제 포함)	4,174	1,473
2019	4	256	치질용제	36	101
2019	4	259	기타의 비뇨생식기관 및 항문용약	71,458	42,803
2019	4	261	외피용살균소독제	0	5
2019	4	262	창상보호제	0	0
2019	4	263	화농성질환용제	33	123
2019	4	264	진통·진양·수렴·소염제	2,827	8,368
2019	4	265	기생성 피부질환용제	582	2,847
2019	4	266	피부연화제(부식제를 포함)	71	289
2019	4	267	모발용제(발모,탈모,염모,양모제)	0	0
2019	4	269	기타의 외피용약	939	3,580
2019	4	311	비타민 A 및 D제	7,406	3,313
2019	4	312	비타민 B₁제	5,198	203
2019	4	313	비타민 B제(비타민 B₁을 제외)	12,154	357
2019	4	314	비타민 C 및 P제	239	59
2019	4	315	비타민 E 및 K제	78	18
2019	4	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,299	520
2019	4	321	칼슘제	36,059	2,787
2019	4	322	무기질제제	13,544	1,900
2019	4	323	당류제	1,805	2,282
2019	4	325	단백아미노산제제	2,659	15,207
2019	4	326	장기제제	104	85
2019	4	329	기타의 자양강장변질제	44	614
2019	4	331	혈액대용제	15,988	16,769
2019	4	332	지혈제	1,358	3,617
2019	4	333	혈액응고저지제	12,364	16,745
2019	4	339	기타의 혈액 및 체액용약	62,934	40,913
2019	4	341	인공신장관류용제	19,565	12,061
2019	4	349	기타의 인공관류용제	855	9,563
2019	4	391	간장질환용제	56,903	25,174
2019	4	392	해독제	5,365	5,752
2019	4	394	통풍치료제	14,265	2,073
2019	4	395	효소제제	42,404	11,584
2019	4	396	당뇨병용제	225,068	89,653
2019	4	398	종합대사성제제	0	0
2019	4	399	따로 분류되지 않는 대사성 의약품	60,378	56,812
2019	4	421	항악성종양제	10,729	146,704
2019	4	429	기타의 종양치료제	284	984
2019	4	431	방사성 의약품	1,118	8,043
2019	4	439	기타의 조직세포의 치료 및 진단	70	25,920
2019	4	490	기타의 조직세포의 기능용의약품	1,070	956
2019	4	611	주로 그람양성균에 작용하는 것	733	3,744
2019	4	612	주로 그람음성균에 작용하는 것	742	1,840
2019	4	613	주로 항산성균에 작용하는 것	1,087	256
2019	4	614	주로 그람양성균,리케치아,비루스에 작용하는 것	7,938	4,164
2019	4	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,744	702
2019	4	616	주로 곰팡이,원충에 작용하는 것	20	2,420
2019	4	617	주로 악성종양에 작용하는 것	29	875
2019	4	618	주로 그람양성,음성균에 작용하는 것	227,760	86,251
2019	4	619	기타의 항생물질 제제(복합항생물질제제를 포함)	30,759	11,556
2019	4	621	설화제	4,063	589
2019	4	622	항결핵제	3,419	908
2019	4	623	치나제	3	0
2019	4	629	기타의 화학요법제	49,337	72,560
2019	4	631	백신류	0	12
2019	4	632	독소류 및 톡소이드류	1	169
2019	4	633	항독소 및 렙토스피라혈청류	0	39
2019	4	634	혈액제제류	6,098	21,037
2019	4	635	생물학적 시험용제제류	1	10
2019	4	636	생물학적 제제	0	23
2019	4	639	기타의 생물학적 제제	7	3,853
2019	4	641	항원충제	8,489	1,618
2019	4	642	구충제	9	6
2019	4	712	연고기제	0	0
2019	4	713	용해제	836	222
2019	4	721	X선조영제	3,566	36,464
2019	4	722	일반검사용 시약	13	81
2019	4	728	기능검사용 시약	14	182
2019	4	729	기타의 진단용약	65	77
2019	4	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	6
2019	4	811	아편알카로이드계 제제	4,702	1,814
2019	4	821	합성마약	5,608	10,693
2019	4	999	해당사항없음	186	259
2019	5	111	전신마취제	898	3,391
2019	5	112	최면진정제	20,689	3,010
2019	5	113	항전간제	66,027	17,890
2019	5	114	해열·진통·소염제	439,153	71,495
2019	5	115	각성제,흥분제	2,478	2,144
2019	5	116	진훈제	2,950	109
2019	5	117	정신신경용제	208,452	44,400
2019	5	119	기타의 중추신경용약	146,019	88,983
2019	5	121	국소마취제	4,012	2,238
2019	5	122	골격근이완제	57,706	7,879
2019	5	123	자율신경제	18,970	2,680
2019	5	124	진경제	30,073	3,826
2019	5	129	기타의 말초신경용약	1	132
2019	5	131	안과용제	100,007	61,376
2019	5	132	이비과용제	1,340	6,207
2019	5	141	항히스타민제	252,089	14,485
2019	5	142	자격요법제(비특이성면역원제제를 포함)	13,864	35,266
2019	5	149	기타의 알레르기용약	50,191	21,416
2019	5	211	강심제	13,440	1,355
2019	5	212	부정맥용제	24,241	2,600
2019	5	213	이뇨제	29,306	1,623
2019	5	214	혈압강하제	287,431	153,751
2019	5	215	혈관보강제	5,250	1,077
2019	5	216	혈관수축제	756	96
2019	5	217	혈관확장제	60,727	10,622
2019	5	218	동맥경화용제	240,800	166,531
2019	5	219	기타의 순환계용약	193,202	58,468
2019	5	220	호흡기관용약	82	2,833
2019	5	221	호흡촉진제	88	248
2019	5	222	진해거담제	473,261	40,295
2019	5	223	함소흡입제	476,427	3,584
2019	5	229	기타의 호흡기관용약	53,148	10,167
2019	5	231	치과구강용약	899	658
2019	5	232	소화성궤양용제	377,749	102,696
2019	5	233	건위소화제	98	3
2019	5	234	제산제	88,645	3,494
2019	5	235	최토제,진토제	10,971	5,995
2019	5	236	이담제	15,281	3,143
2019	5	237	정장제	34,891	4,290
2019	5	238	하제,완장제	2,182	379
2019	5	239	기타의 소화기관용약	224,510	26,349
2019	5	241	뇌하수체호르몬제	2,598	6,914
2019	5	243	갑상선,부갑상선호르몬제	37,961	2,969
2019	5	244	단백동화스테로이드제	16	8
2019	5	245	부신호르몬제	57,706	5,482
2019	5	246	남성호르몬제	232	106
2019	5	247	난포호르몬 및 황체호르몬제	9,774	4,425
2019	5	249	기타의 호르몬제(항호르몬제를 포함)	742	14,889
2019	5	252	자궁수축제	85	81
2019	5	255	비뇨생식기관용제(성병예방제 포함)	4,180	1,452
2019	5	256	치질용제	36	100
2019	5	259	기타의 비뇨생식기관 및 항문용약	70,781	42,391
2019	5	261	외피용살균소독제	1	4
2019	5	262	창상보호제	0	0
2019	5	263	화농성질환용제	34	132
2019	5	264	진통·진양·수렴·소염제	3,168	9,449
2019	5	265	기생성 피부질환용제	735	3,561
2019	5	266	피부연화제(부식제를 포함)	73	285
2019	5	267	모발용제(발모,탈모,염모,양모제)	0	0
2019	5	269	기타의 외피용약	1,032	3,975
2019	5	311	비타민 A 및 D제	7,297	3,361
2019	5	312	비타민 B₁제	5,242	205
2019	5	313	비타민 B제(비타민 B₁을 제외)	12,223	362
2019	5	314	비타민 C 및 P제	245	61
2019	5	315	비타민 E 및 K제	77	18
2019	5	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,377	537
2019	5	321	칼슘제	35,818	2,764
2019	5	322	무기질제제	13,987	1,927
2019	5	323	당류제	1,805	2,278
2019	5	325	단백아미노산제제	2,459	15,214
2019	5	326	장기제제	110	89
2019	5	329	기타의 자양강장변질제	46	625
2019	5	331	혈액대용제	16,132	17,023
2019	5	332	지혈제	1,325	3,085
2019	5	333	혈액응고저지제	11,948	16,636
2019	5	339	기타의 혈액 및 체액용약	63,355	41,186
2019	5	341	인공신장관류용제	20,563	12,624
2019	5	349	기타의 인공관류용제	884	9,849
2019	5	391	간장질환용제	57,757	25,217
2019	5	392	해독제	5,471	5,685
2019	5	394	통풍치료제	14,634	2,130
2019	5	395	효소제제	39,185	11,704
2019	5	396	당뇨병용제	226,460	90,666
2019	5	398	종합대사성제제	0	0
2019	5	399	따로 분류되지 않는 대사성 의약품	59,831	57,381
2019	5	421	항악성종양제	10,817	150,759
2019	5	429	기타의 종양치료제	273	935
2019	5	431	방사성 의약품	1,091	7,831
2019	5	439	기타의 조직세포의 치료 및 진단	72	26,725
2019	5	490	기타의 조직세포의 기능용의약품	1,107	989
2019	5	611	주로 그람양성균에 작용하는 것	715	3,744
2019	5	612	주로 그람음성균에 작용하는 것	766	1,902
2019	5	613	주로 항산성균에 작용하는 것	1,083	259
2019	5	614	주로 그람양성균,리케치아,비루스에 작용하는 것	7,500	3,953
2019	5	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,939	724
2019	5	616	주로 곰팡이,원충에 작용하는 것	20	2,328
2019	5	617	주로 악성종양에 작용하는 것	29	882
2019	5	618	주로 그람양성,음성균에 작용하는 것	209,453	84,531
2019	5	619	기타의 항생물질 제제(복합항생물질제제를 포함)	28,509	10,789
2019	5	621	설화제	4,060	599
2019	5	622	항결핵제	3,421	824
2019	5	623	치나제	3	0
2019	5	629	기타의 화학요법제	37,323	67,807
2019	5	631	백신류	0	17
2019	5	632	독소류 및 톡소이드류	1	150
2019	5	633	항독소 및 렙토스피라혈청류	0	75
2019	5	634	혈액제제류	6,363	21,165
2019	5	635	생물학적 시험용제제류	1	10
2019	5	636	생물학적 제제	0	28
2019	5	639	기타의 생물학적 제제	7	4,225
2019	5	641	항원충제	8,642	1,652
2019	5	642	구충제	7	5
2019	5	712	연고기제	0	0
2019	5	713	용해제	846	226
2019	5	721	X선조영제	3,660	36,834
2019	5	722	일반검사용 시약	12	79
2019	5	728	기능검사용 시약	14	175
2019	5	729	기타의 진단용약	71	79
2019	5	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5
2019	5	811	아편알카로이드계 제제	4,743	1,857
2019	5	821	합성마약	5,687	10,758
2019	5	999	해당사항없음	184	236
2019	6	111	전신마취제	836	3,197
2019	6	112	최면진정제	19,096	2,752
2019	6	113	항전간제	61,970	16,502
2019	6	114	해열·진통·소염제	383,509	64,069
2019	6	115	각성제,흥분제	2,378	2,077
2019	6	116	진훈제	2,757	102
2019	6	117	정신신경용제	198,083	43,171
2019	6	119	기타의 중추신경용약	137,866	85,721
2019	6	121	국소마취제	3,687	2,062
2019	6	122	골격근이완제	53,625	7,341
2019	6	123	자율신경제	17,658	2,505
2019	6	124	진경제	28,648	3,624
2019	6	129	기타의 말초신경용약	1	102
2019	6	131	안과용제	88,573	53,494
2019	6	132	이비과용제	1,047	3,931
2019	6	141	항히스타민제	180,162	10,596
2019	6	142	자격요법제(비특이성면역원제제를 포함)	12,433	32,087
2019	6	149	기타의 알레르기용약	38,675	16,184
2019	6	211	강심제	12,058	1,232
2019	6	212	부정맥용제	22,779	2,474
2019	6	213	이뇨제	26,796	1,487
2019	6	214	혈압강하제	263,727	141,355
2019	6	215	혈관보강제	4,978	1,021
2019	6	216	혈관수축제	714	91
2019	6	217	혈관확장제	56,216	9,784
2019	6	218	동맥경화용제	224,849	155,479
2019	6	219	기타의 순환계용약	177,602	54,242
2019	6	220	호흡기관용약	72	2,483
2019	6	221	호흡촉진제	81	227
2019	6	222	진해거담제	336,235	29,467
2019	6	223	함소흡입제	428,217	3,235
2019	6	229	기타의 호흡기관용약	36,550	8,812
2019	6	231	치과구강용약	792	580
2019	6	232	소화성궤양용제	337,995	93,214
2019	6	233	건위소화제	96	3
2019	6	234	제산제	81,172	3,160
2019	6	235	최토제,진토제	10,106	5,618
2019	6	236	이담제	14,415	2,976
2019	6	237	정장제	32,385	3,858
2019	6	238	하제,완장제	2,006	354
2019	6	239	기타의 소화기관용약	206,431	24,151
2019	6	241	뇌하수체호르몬제	2,447	6,299
2019	6	243	갑상선,부갑상선호르몬제	35,552	2,860
2019	6	244	단백동화스테로이드제	13	7
2019	6	245	부신호르몬제	47,397	4,584
2019	6	246	남성호르몬제	191	87
2019	6	247	난포호르몬 및 황체호르몬제	9,037	4,115
2019	6	249	기타의 호르몬제(항호르몬제를 포함)	702	13,962
2019	6	252	자궁수축제	76	73
2019	6	255	비뇨생식기관용제(성병예방제 포함)	3,891	1,367
2019	6	256	치질용제	32	88
2019	6	259	기타의 비뇨생식기관 및 항문용약	65,785	39,439
2019	6	261	외피용살균소독제	1	27
2019	6	262	창상보호제	0	0
2019	6	263	화농성질환용제	29	127
2019	6	264	진통·진양·수렴·소염제	2,881	8,512
2019	6	265	기생성 피부질환용제	757	3,676
2019	6	266	피부연화제(부식제를 포함)	60	207
2019	6	267	모발용제(발모,탈모,염모,양모제)	0	0
2019	6	269	기타의 외피용약	974	3,513
2019	6	311	비타민 A 및 D제	6,991	3,181
2019	6	312	비타민 B₁제	5,605	200
2019	6	313	비타민 B제(비타민 B₁을 제외)	11,362	338
2019	6	314	비타민 C 및 P제	227	57
2019	6	315	비타민 E 및 K제	72	17
2019	6	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,182	500
2019	6	321	칼슘제	33,995	2,620
2019	6	322	무기질제제	13,140	1,935
2019	6	323	당류제	1,639	2,068
2019	6	325	단백아미노산제제	2,074	14,044
2019	6	326	장기제제	106	86
2019	6	329	기타의 자양강장변질제	41	572
2019	6	331	혈액대용제	14,932	15,881
2019	6	332	지혈제	1,183	2,218
2019	6	333	혈액응고저지제	11,331	15,407
2019	6	339	기타의 혈액 및 체액용약	59,056	38,303
2019	6	341	인공신장관류용제	18,757	11,532
2019	6	349	기타의 인공관류용제	787	8,640
2019	6	391	간장질환용제	54,290	24,490
2019	6	392	해독제	5,156	5,281
2019	6	394	통풍치료제	13,730	2,011
2019	6	395	효소제제	31,816	10,276
2019	6	396	당뇨병용제	209,951	84,356
2019	6	398	종합대사성제제	0	0
2019	6	399	따로 분류되지 않는 대사성 의약품	55,452	52,820
2019	6	421	항악성종양제	9,801	136,924
2019	6	429	기타의 종양치료제	248	866
2019	6	431	방사성 의약품	1,022	7,449
2019	6	439	기타의 조직세포의 치료 및 진단	65	24,058
2019	6	490	기타의 조직세포의 기능용의약품	1,036	926
2019	6	611	주로 그람양성균에 작용하는 것	613	3,390
2019	6	612	주로 그람음성균에 작용하는 것	692	1,755
2019	6	613	주로 항산성균에 작용하는 것	989	234
2019	6	614	주로 그람양성균,리케치아,비루스에 작용하는 것	5,602	3,035
2019	6	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,604	673
2019	6	616	주로 곰팡이,원충에 작용하는 것	18	2,214
2019	6	617	주로 악성종양에 작용하는 것	27	815
2019	6	618	주로 그람양성,음성균에 작용하는 것	163,427	72,064
2019	6	619	기타의 항생물질 제제(복합항생물질제제를 포함)	20,071	8,005
2019	6	621	설화제	3,686	545
2019	6	622	항결핵제	3,102	770
2019	6	623	치나제	2	0
2019	6	629	기타의 화학요법제	39,852	64,217
2019	6	631	백신류	0	20
2019	6	632	독소류 및 톡소이드류	1	183
2019	6	633	항독소 및 렙토스피라혈청류	0	83
2019	6	634	혈액제제류	5,777	19,404
2019	6	635	생물학적 시험용제제류	1	10
2019	6	636	생물학적 제제	0	29
2019	6	639	기타의 생물학적 제제	6	3,716
2019	6	641	항원충제	8,097	1,545
2019	6	642	구충제	9	6
2019	6	712	연고기제	0	0
2019	6	713	용해제	791	209
2019	6	721	X선조영제	3,338	34,908
2019	6	722	일반검사용 시약	11	71
2019	6	728	기능검사용 시약	13	169
2019	6	729	기타의 진단용약	63	77
2019	6	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	4
2019	6	811	아편알카로이드계 제제	4,153	1,678
2019	6	821	합성마약	5,186	9,835
2019	6	999	해당사항없음	169	246
2019	7	111	전신마취제	976	3,696
2019	7	112	최면진정제	21,396	3,085
2019	7	113	항전간제	71,429	19,369
2019	7	114	해열·진통·소염제	425,155	70,807
2019	7	115	각성제,흥분제	2,600	2,284
2019	7	116	진훈제	3,041	113
2019	7	117	정신신경용제	224,236	48,701
2019	7	119	기타의 중추신경용약	157,083	99,550
2019	7	121	국소마취제	4,180	2,340
2019	7	122	골격근이완제	59,545	8,200
2019	7	123	자율신경제	19,911	2,843
2019	7	124	진경제	32,485	4,075
2019	7	129	기타의 말초신경용약	1	164
2019	7	131	안과용제	97,330	59,292
2019	7	132	이비과용제	1,163	4,017
2019	7	141	항히스타민제	180,120	10,962
2019	7	142	자격요법제(비특이성면역원제제를 포함)	14,737	37,798
2019	7	149	기타의 알레르기용약	40,388	16,533
2019	7	211	강심제	13,378	1,395
2019	7	212	부정맥용제	25,704	2,867
2019	7	213	이뇨제	29,949	1,664
2019	7	214	혈압강하제	295,069	158,261
2019	7	215	혈관보강제	5,808	1,185
2019	7	216	혈관수축제	825	103
2019	7	217	혈관확장제	63,779	11,078
2019	7	218	동맥경화용제	254,371	176,366
2019	7	219	기타의 순환계용약	199,273	60,998
2019	7	220	호흡기관용약	79	2,697
2019	7	221	호흡촉진제	84	236
2019	7	222	진해거담제	314,107	27,722
2019	7	223	함소흡입제	451,769	3,409
2019	7	229	기타의 호흡기관용약	34,462	9,567
2019	7	231	치과구강용약	860	599
2019	7	232	소화성궤양용제	370,871	103,164
2019	7	233	건위소화제	106	3
2019	7	234	제산제	89,206	3,445
2019	7	235	최토제,진토제	11,351	6,526
2019	7	236	이담제	16,550	3,418
2019	7	237	정장제	36,278	4,248
2019	7	238	하제,완장제	2,263	396
2019	7	239	기타의 소화기관용약	230,441	26,881
2019	7	241	뇌하수체호르몬제	2,812	7,606
2019	7	243	갑상선,부갑상선호르몬제	40,811	3,192
2019	7	244	단백동화스테로이드제	17	9
2019	7	245	부신호르몬제	52,204	4,994
2019	7	246	남성호르몬제	243	112
2019	7	247	난포호르몬 및 황체호르몬제	10,162	4,665
2019	7	249	기타의 호르몬제(항호르몬제를 포함)	788	16,057
2019	7	252	자궁수축제	78	81
2019	7	255	비뇨생식기관용제(성병예방제 포함)	4,399	1,538
2019	7	256	치질용제	34	96
2019	7	259	기타의 비뇨생식기관 및 항문용약	74,281	44,577
2019	7	261	외피용살균소독제	0	4
2019	7	262	창상보호제	0	0
2019	7	263	화농성질환용제	41	129
2019	7	264	진통·진양·수렴·소염제	3,307	9,831
2019	7	265	기생성 피부질환용제	944	4,512
2019	7	266	피부연화제(부식제를 포함)	65	231
2019	7	267	모발용제(발모,탈모,염모,양모제)	0	0
2019	7	269	기타의 외피용약	1,153	3,968
2019	7	311	비타민 A 및 D제	7,955	3,631
2019	7	312	비타민 B₁제	6,212	216
2019	7	313	비타민 B제(비타민 B₁을 제외)	13,069	386
2019	7	314	비타민 C 및 P제	266	66
2019	7	315	비타민 E 및 K제	77	18
2019	7	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,422	549
2019	7	321	칼슘제	38,993	3,010
2019	7	322	무기질제제	15,132	2,131
2019	7	323	당류제	1,791	2,257
2019	7	325	단백아미노산제제	2,203	15,069
2019	7	326	장기제제	114	93
2019	7	329	기타의 자양강장변질제	45	617
2019	7	331	혈액대용제	16,523	17,656
2019	7	332	지혈제	1,315	2,736
2019	7	333	혈액응고저지제	13,198	18,304
2019	7	339	기타의 혈액 및 체액용약	64,162	42,184
2019	7	341	인공신장관류용제	20,077	12,786
2019	7	349	기타의 인공관류용제	889	9,854
2019	7	391	간장질환용제	60,351	26,725
2019	7	392	해독제	6,052	6,123
2019	7	394	통풍치료제	15,568	2,284
2019	7	395	효소제제	33,093	11,330
2019	7	396	당뇨병용제	236,532	95,281
2019	7	398	종합대사성제제	0	0
2019	7	399	따로 분류되지 않는 대사성 의약품	61,847	58,290
2019	7	421	항악성종양제	11,653	161,018
2019	7	429	기타의 종양치료제	288	1,000
2019	7	431	방사성 의약품	1,211	8,664
2019	7	439	기타의 조직세포의 치료 및 진단	76	28,231
2019	7	490	기타의 조직세포의 기능용의약품	1,171	1,048
2019	7	611	주로 그람양성균에 작용하는 것	662	3,853
2019	7	612	주로 그람음성균에 작용하는 것	757	1,915
2019	7	613	주로 항산성균에 작용하는 것	1,145	277
2019	7	614	주로 그람양성균,리케치아,비루스에 작용하는 것	5,505	3,023
2019	7	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	5,317	777
2019	7	616	주로 곰팡이,원충에 작용하는 것	23	2,772
2019	7	617	주로 악성종양에 작용하는 것	31	930
2019	7	618	주로 그람양성,음성균에 작용하는 것	166,067	76,551
2019	7	619	기타의 항생물질 제제(복합항생물질제제를 포함)	18,993	7,716
2019	7	621	설화제	4,173	607
2019	7	622	항결핵제	3,546	998
2019	7	623	치나제	2	0
2019	7	629	기타의 화학요법제	54,709	73,850
2019	7	631	백신류	0	23
2019	7	632	독소류 및 톡소이드류	1	285
2019	7	633	항독소 및 렙토스피라혈청류	1	117
2019	7	634	혈액제제류	5,908	21,738
2019	7	635	생물학적 시험용제제류	1	11
2019	7	636	생물학적 제제	0	30
2019	7	639	기타의 생물학적 제제	8	4,524
2019	7	641	항원충제	9,229	1,752
2019	7	642	구충제	10	7
2019	7	712	연고기제	0	0
2019	7	713	용해제	852	224
2019	7	721	X선조영제	3,878	39,634
2019	7	722	일반검사용 시약	13	81
2019	7	728	기능검사용 시약	16	201
2019	7	729	기타의 진단용약	80	84
2019	7	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	7
2019	7	811	아편알카로이드계 제제	4,593	1,884
2019	7	821	합성마약	6,001	11,441
2019	7	999	해당사항없음	149	262
2019	8	111	전신마취제	912	3,421
2019	8	112	최면진정제	20,661	2,999
2019	8	113	항전간제	68,146	18,440
2019	8	114	해열·진통·소염제	396,552	67,876
2019	8	115	각성제,흥분제	2,592	2,296
2019	8	116	진훈제	2,880	107
2019	8	117	정신신경용제	215,759	47,534
2019	8	119	기타의 중추신경용약	151,494	94,846
2019	8	121	국소마취제	3,968	2,199
2019	8	122	골격근이완제	57,881	7,939
2019	8	123	자율신경제	19,416	2,765
2019	8	124	진경제	32,477	4,096
2019	8	129	기타의 말초신경용약	1	86
2019	8	131	안과용제	99,671	60,534
2019	8	132	이비과용제	1,135	4,302
2019	8	141	항히스타민제	162,475	10,625
2019	8	142	자격요법제(비특이성면역원제제를 포함)	14,241	36,977
2019	8	149	기타의 알레르기용약	38,927	15,849
2019	8	211	강심제	12,495	1,300
2019	8	212	부정맥용제	24,679	2,732
2019	8	213	이뇨제	28,203	1,563
2019	8	214	혈압강하제	279,665	149,760
2019	8	215	혈관보강제	5,889	1,201
2019	8	216	혈관수축제	812	100
2019	8	217	혈관확장제	59,318	10,266
2019	8	218	동맥경화용제	241,667	167,600
2019	8	219	기타의 순환계용약	188,649	57,534
2019	8	220	호흡기관용약	73	2,521
2019	8	221	호흡촉진제	80	225
2019	8	222	진해거담제	269,116	24,362
2019	8	223	함소흡입제	456,666	3,464
2019	8	229	기타의 호흡기관용약	30,364	8,847
2019	8	231	치과구강용약	801	542
2019	8	232	소화성궤양용제	358,494	100,244
2019	8	233	건위소화제	93	3
2019	8	234	제산제	86,112	3,307
2019	8	235	최토제,진토제	10,825	5,982
2019	8	236	이담제	15,612	3,233
2019	8	237	정장제	35,067	4,074
