년도	월	약효분류코드	약효분류명	수량	사용금액	대분류코드	중분류코드	대분류	중분류
2018	10	431	방사성 의약품	1069	7702	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	10	439	기타의 조직세포의 치료 및 진단	71	26417	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	10	490	기타의 조직세포의 기능용의약품	1111	993	400	490	조직세포의 기능용 의약품	자료없음
2018	10	611	주로 그람양성균에 작용하는 것	703	3615	600	610	항병원생물성 의약품	항생물질제제
2018	10	612	주로 그람음성균에 작용하는 것	736	1827	600	610	항병원생물성 의약품	항생물질제제
2018	10	613	주로 항산성균에 작용하는 것	1228	289	600	610	항병원생물성 의약품	항생물질제제
2018	10	614	주로 그람양성균,리케치아,비루스에 작용하는 것	7042	3692	600	610	항병원생물성 의약품	항생물질제제
2018	10	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4998	750	600	610	항병원생물성 의약품	항생물질제제
2018	10	616	주로 곰팡이,원충에 작용하는 것	20	2404	600	610	항병원생물성 의약품	항생물질제제
2018	10	617	주로 악성종양에 작용하는 것	30	983	600	610	항병원생물성 의약품	항생물질제제
2018	10	618	주로 그람양성,음성균에 작용하는 것	202920	80522	600	610	항병원생물성 의약품	항생물질제제
2018	10	619	기타의 항생물질 제제(복합항생물질제제를 포함)	27070	9725	600	610	항병원생물성 의약품	항생물질제제
2018	10	621	설화제	4091	609	600	620	항병원생물성 의약품	화학료법제
2018	10	622	항결핵제	3862	991	600	620	항병원생물성 의약품	화학료법제
2018	10	623	치나제	10	0	600	620	항병원생물성 의약품	화학료법제
2018	10	629	기타의 화학요법제	32359	74069	600	620	항병원생물성 의약품	화학료법제
2018	10	631	백신류	0	14	600	630	항병원생물성 의약품	생물학적 제제
2018	10	632	독소류 및 톡소이드류	1	151	600	630	항병원생물성 의약품	생물학적 제제
2018	10	633	항독소 및 렙토스피라혈청류	0	55	600	630	항병원생물성 의약품	생물학적 제제
2018	10	634	혈액제제류	5830	20355	600	630	항병원생물성 의약품	생물학적 제제
2018	10	635	생물학적 시험용제제류	0	9	600	630	항병원생물성 의약품	생물학적 제제
2018	10	636	생물학적 제제	0	15	600	630	항병원생물성 의약품	생물학적 제제
2018	10	639	기타의 생물학적 제제	8	4011	600	630	항병원생물성 의약품	생물학적 제제
2018	10	641	항원충제	9016	1671	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	10	642	구충제	9	6	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	10	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	10	713	용해제	796	209	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	10	721	X선조영제	3438	34699	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	10	722	일반검사용 시약	12	80	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	10	728	기능검사용 시약	13	164	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	10	729	기타의 진단용약	153	87	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	10	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	7	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2018	10	811	아편알카로이드계 제제	4662	1860	800	810	마약	알카로이드 마약(천연)
2018	10	821	합성마약	5551	10294	800	820	마약	비알카로이드계 마약
2018	10	999	해당사항없음	132	130	900	990	자료없음	자료없음
2018	11	111	전신마취제	848	3078	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	112	최면진정제	19610	2890	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	113	항전간제	63127	17211	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	114	해열·진통·소염제	439409	67665	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	115	각성제,흥분제	2187	1826	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	116	진훈제	2642	96	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	117	정신신경용제	195796	40716	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	119	기타의 중추신경용약	132090	79629	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	11	121	국소마취제	3737	2071	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	11	122	골격근이완제	51425	7010	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	11	123	자율신경제	18655	2609	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	11	124	진경제	30606	3905	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	11	129	기타의 말초신경용약	1	128	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	11	131	안과용제	78616	44093	100	130	신경계 감각기관용 의약품	감각기관용약
2018	11	132	이비과용제	1248	5641	100	130	신경계 감각기관용 의약품	감각기관용약
2018	11	141	항히스타민제	286203	14990	100	140	신경계 감각기관용 의약품	알레르기용약
2018	11	142	자격요법제(비특이성면역원제제를 포함)	13175	32199	100	140	신경계 감각기관용 의약품	알레르기용약
2018	11	149	기타의 알레르기용약	47280	20400	100	140	신경계 감각기관용 의약품	알레르기용약
2018	11	211	강심제	13214	1303	200	210	개개의 기관계용 의약품	순환계용약
2018	11	212	부정맥용제	22682	2458	200	210	개개의 기관계용 의약품	순환계용약
2018	11	213	이뇨제	28094	1525	200	210	개개의 기관계용 의약품	순환계용약
2018	11	214	혈압강하제	273831	145341	200	210	개개의 기관계용 의약품	순환계용약
2018	11	215	혈관보강제	4681	954	200	210	개개의 기관계용 의약품	순환계용약
2018	11	216	혈관수축제	700	88	200	210	개개의 기관계용 의약품	순환계용약
2018	11	217	혈관확장제	59905	10404	200	210	개개의 기관계용 의약품	순환계용약
2018	11	218	동맥경화용제	224946	155428	200	210	개개의 기관계용 의약품	순환계용약
2018	11	219	기타의 순환계용약	183912	54465	200	210	개개의 기관계용 의약품	순환계용약
2018	11	220	호흡기관용약	72	2488	200	220	개개의 기관계용 의약품	호흡기관용약
2018	11	221	호흡촉진제	82	221	200	220	개개의 기관계용 의약품	호흡기관용약
2018	11	222	진해거담제	558528	44145	200	220	개개의 기관계용 의약품	호흡기관용약
2018	11	223	함소흡입제	438027	3258	200	220	개개의 기관계용 의약품	호흡기관용약
2018	11	229	기타의 호흡기관용약	62323	9611	200	220	개개의 기관계용 의약품	호흡기관용약
2018	11	231	치과구강용약	865	821	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	232	소화성궤양용제	373408	99662	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	233	건위소화제	102	3	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	234	제산제	89212	3579	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	235	최토제,진토제	10499	5281	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	236	이담제	14090	2864	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	237	정장제	36892	4258	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	238	하제,완장제	2168	372	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	239	기타의 소화기관용약	225091	26012	200	230	개개의 기관계용 의약품	소화기관용약
2018	11	241	뇌하수체호르몬제	2546	6187	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	11	243	갑상선,부갑상선호르몬제	36721	2898	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	11	244	단백동화스테로이드제	15	8	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	11	245	부신호르몬제	52107	4876	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	11	246	남성호르몬제	214	97	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	11	247	난포호르몬 및 황체호르몬제	9068	4019	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	11	249	기타의 호르몬제(항호르몬제를 포함)	685	14219	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	11	252	자궁수축제	114	81	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	11	255	비뇨생식기관용제(성병예방제 포함)	4132	1465	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	11	256	치질용제	34	95	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	11	259	기타의 비뇨생식기관 및 항문용약	67653	40722	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	11	261	외피용살균소독제	1	12	200	260	개개의 기관계용 의약품	외피용약
2018	11	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	11	263	화농성질환용제	31	146	200	260	개개의 기관계용 의약품	외피용약
2018	11	264	진통·진양·수렴·소염제	2639	7806	200	260	개개의 기관계용 의약품	외피용약
2018	11	265	기생성 피부질환용제	526	2457	200	260	개개의 기관계용 의약품	외피용약
2018	11	266	피부연화제(부식제를 포함)	66	255	200	260	개개의 기관계용 의약품	외피용약
2018	11	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	11	269	기타의 외피용약	895	3230	200	260	개개의 기관계용 의약품	외피용약
2018	11	311	비타민 A 및 D제	6815	3032	300	310	대사성 의약품	비타민제
2018	11	312	비타민 B₁제	5084	195	300	310	대사성 의약품	비타민제
2018	11	313	비타민 B제(비타민 B₁을 제외)	11641	342	300	310	대사성 의약품	비타민제
2018	11	314	비타민 C 및 P제	218	53	300	310	대사성 의약품	비타민제
2018	11	315	비타민 E 및 K제	77	18	300	310	대사성 의약품	비타민제
2018	11	316	혼합비타민제(비타민 A D 혼합제를 제외)	2223	494	300	310	대사성 의약품	비타민제
2018	11	321	칼슘제	33160	2567	300	320	대사성 의약품	자양강장변질제
2018	11	322	무기질제제	13423	1842	300	320	대사성 의약품	자양강장변질제
2018	11	323	당류제	1705	2157	300	320	대사성 의약품	자양강장변질제
2018	11	325	단백아미노산제제	2581	14047	300	320	대사성 의약품	자양강장변질제
2018	11	326	장기제제	102	84	300	320	대사성 의약품	자양강장변질제
2018	11	329	기타의 자양강장변질제	42	583	300	320	대사성 의약품	자양강장변질제
2018	11	331	혈액대용제	15012	15587	300	330	대사성 의약품	혈액 및 체액용약
2018	11	332	지혈제	1292	2865	300	330	대사성 의약품	혈액 및 체액용약
2018	11	333	혈액응고저지제	11384	14844	300	330	대사성 의약품	혈액 및 체액용약
2018	11	339	기타의 혈액 및 체액용약	55481	38656	300	330	대사성 의약품	혈액 및 체액용약
2018	11	341	인공신장관류용제	21087	11734	300	340	대사성 의약품	인공관류용제
2018	11	349	기타의 인공관류용제	834	9337	300	340	대사성 의약품	인공관류용제
2018	11	391	간장질환용제	54121	24110	300	390	대사성 의약품	기타의 대사성 의약품
2018	11	392	해독제	5074	5461	300	390	대사성 의약품	기타의 대사성 의약품
2018	11	394	통풍치료제	13685	2003	300	390	대사성 의약품	기타의 대사성 의약품
2018	11	395	효소제제	77089	13843	300	390	대사성 의약품	기타의 대사성 의약품
2018	11	396	당뇨병용제	214811	84477	300	390	대사성 의약품	기타의 대사성 의약품
2018	11	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2018	11	399	따로 분류되지 않는 대사성 의약품	57294	48596	300	390	대사성 의약품	기타의 대사성 의약품
2018	11	421	항악성종양제	10237	138051	400	420	조직세포의 기능용 의약품	종양용약
2018	11	429	기타의 종양치료제	267	949	400	420	조직세포의 기능용 의약품	종양용약
2018	11	431	방사성 의약품	1049	7572	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	11	439	기타의 조직세포의 치료 및 진단	68	24839	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
