년도	월	약효분류코드	약효분류명	수량	사용금액	대분류코드	중분류코드	대분류	중분류
2019	4	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4744	702	600	610	항병원생물성 의약품	항생물질제제
2019	4	616	주로 곰팡이,원충에 작용하는 것	20	2420	600	610	항병원생물성 의약품	항생물질제제
2019	4	617	주로 악성종양에 작용하는 것	29	875	600	610	항병원생물성 의약품	항생물질제제
2019	4	618	주로 그람양성,음성균에 작용하는 것	227760	86251	600	610	항병원생물성 의약품	항생물질제제
2019	4	619	기타의 항생물질 제제(복합항생물질제제를 포함)	30759	11556	600	610	항병원생물성 의약품	항생물질제제
2019	4	621	설화제	4063	589	600	620	항병원생물성 의약품	화학료법제
2019	4	622	항결핵제	3419	908	600	620	항병원생물성 의약품	화학료법제
2019	4	623	치나제	3	0	600	620	항병원생물성 의약품	화학료법제
2019	4	629	기타의 화학요법제	49337	72560	600	620	항병원생물성 의약품	화학료법제
2019	4	631	백신류	0	12	600	630	항병원생물성 의약품	생물학적 제제
2019	4	632	독소류 및 톡소이드류	1	169	600	630	항병원생물성 의약품	생물학적 제제
2019	4	633	항독소 및 렙토스피라혈청류	0	39	600	630	항병원생물성 의약품	생물학적 제제
2019	4	634	혈액제제류	6098	21037	600	630	항병원생물성 의약품	생물학적 제제
2019	4	635	생물학적 시험용제제류	1	10	600	630	항병원생물성 의약품	생물학적 제제
2019	4	636	생물학적 제제	0	23	600	630	항병원생물성 의약품	생물학적 제제
2019	4	639	기타의 생물학적 제제	7	3853	600	630	항병원생물성 의약품	생물학적 제제
2019	4	641	항원충제	8489	1618	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	4	642	구충제	9	6	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	4	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	4	713	용해제	836	222	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	4	721	X선조영제	3566	36464	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	4	722	일반검사용 시약	13	81	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	4	728	기능검사용 시약	14	182	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	4	729	기타의 진단용약	65	77	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	4	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	6	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2019	4	811	아편알카로이드계 제제	4702	1814	800	810	마약	알카로이드 마약(천연)
2019	4	821	합성마약	5608	10693	800	820	마약	비알카로이드계 마약
2019	4	999	해당사항없음	186	259	900	990	자료없음	자료없음
2019	5	111	전신마취제	898	3391	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	112	최면진정제	20689	3010	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	113	항전간제	66027	17890	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	114	해열·진통·소염제	439153	71495	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	115	각성제,흥분제	2478	2144	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	116	진훈제	2950	109	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	117	정신신경용제	208452	44400	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	119	기타의 중추신경용약	146019	88983	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	5	121	국소마취제	4012	2238	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	5	122	골격근이완제	57706	7879	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	5	123	자율신경제	18970	2680	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	5	124	진경제	30073	3826	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	5	129	기타의 말초신경용약	1	132	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	5	131	안과용제	100007	61376	100	130	신경계 감각기관용 의약품	감각기관용약
2019	5	132	이비과용제	1340	6207	100	130	신경계 감각기관용 의약품	감각기관용약
2019	5	141	항히스타민제	252089	14485	100	140	신경계 감각기관용 의약품	알레르기용약
2019	5	142	자격요법제(비특이성면역원제제를 포함)	13864	35266	100	140	신경계 감각기관용 의약품	알레르기용약
2019	5	149	기타의 알레르기용약	50191	21416	100	140	신경계 감각기관용 의약품	알레르기용약
2019	5	211	강심제	13440	1355	200	210	개개의 기관계용 의약품	순환계용약
2019	5	212	부정맥용제	24241	2600	200	210	개개의 기관계용 의약품	순환계용약
2019	5	213	이뇨제	29306	1623	200	210	개개의 기관계용 의약품	순환계용약
2019	5	214	혈압강하제	287431	153751	200	210	개개의 기관계용 의약품	순환계용약
2019	5	215	혈관보강제	5250	1077	200	210	개개의 기관계용 의약품	순환계용약
2019	5	216	혈관수축제	756	96	200	210	개개의 기관계용 의약품	순환계용약
2019	5	217	혈관확장제	60727	10622	200	210	개개의 기관계용 의약품	순환계용약
2019	5	218	동맥경화용제	240800	166531	200	210	개개의 기관계용 의약품	순환계용약
2019	5	219	기타의 순환계용약	193202	58468	200	210	개개의 기관계용 의약품	순환계용약
2019	5	220	호흡기관용약	82	2833	200	220	개개의 기관계용 의약품	호흡기관용약
2019	5	221	호흡촉진제	88	248	200	220	개개의 기관계용 의약품	호흡기관용약
2019	5	222	진해거담제	473261	40295	200	220	개개의 기관계용 의약품	호흡기관용약
2019	5	223	함소흡입제	476427	3584	200	220	개개의 기관계용 의약품	호흡기관용약
2019	5	229	기타의 호흡기관용약	53148	10167	200	220	개개의 기관계용 의약품	호흡기관용약
2019	5	231	치과구강용약	899	658	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	232	소화성궤양용제	377749	102696	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	233	건위소화제	98	3	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	234	제산제	88645	3494	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	235	최토제,진토제	10971	5995	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	236	이담제	15281	3143	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	237	정장제	34891	4290	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	238	하제,완장제	2182	379	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	239	기타의 소화기관용약	224510	26349	200	230	개개의 기관계용 의약품	소화기관용약
2019	5	241	뇌하수체호르몬제	2598	6914	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	5	243	갑상선,부갑상선호르몬제	37961	2969	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	5	244	단백동화스테로이드제	16	8	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	5	245	부신호르몬제	57706	5482	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	5	246	남성호르몬제	232	106	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	5	247	난포호르몬 및 황체호르몬제	9774	4425	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	5	249	기타의 호르몬제(항호르몬제를 포함)	742	14889	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	5	252	자궁수축제	85	81	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	5	255	비뇨생식기관용제(성병예방제 포함)	4180	1452	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	5	256	치질용제	36	100	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	5	259	기타의 비뇨생식기관 및 항문용약	70781	42391	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	5	261	외피용살균소독제	1	4	200	260	개개의 기관계용 의약품	외피용약
2019	5	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	5	263	화농성질환용제	34	132	200	260	개개의 기관계용 의약품	외피용약
2019	5	264	진통·진양·수렴·소염제	3168	9449	200	260	개개의 기관계용 의약품	외피용약
2019	5	265	기생성 피부질환용제	735	3561	200	260	개개의 기관계용 의약품	외피용약
2019	5	266	피부연화제(부식제를 포함)	73	285	200	260	개개의 기관계용 의약품	외피용약
2019	5	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	5	269	기타의 외피용약	1032	3975	200	260	개개의 기관계용 의약품	외피용약
2019	5	311	비타민 A 및 D제	7297	3361	300	310	대사성 의약품	비타민제
2019	5	312	비타민 B₁제	5242	205	300	310	대사성 의약품	비타민제
2019	5	313	비타민 B제(비타민 B₁을 제외)	12223	362	300	310	대사성 의약품	비타민제
2019	5	314	비타민 C 및 P제	245	61	300	310	대사성 의약품	비타민제
2019	5	315	비타민 E 및 K제	77	18	300	310	대사성 의약품	비타민제
2019	5	316	혼합비타민제(비타민 A D 혼합제를 제외)	2377	537	300	310	대사성 의약품	비타민제
2019	5	321	칼슘제	35818	2764	300	320	대사성 의약품	자양강장변질제
2019	5	322	무기질제제	13987	1927	300	320	대사성 의약품	자양강장변질제
2019	5	323	당류제	1805	2278	300	320	대사성 의약품	자양강장변질제
2019	5	325	단백아미노산제제	2459	15214	300	320	대사성 의약품	자양강장변질제
2019	5	326	장기제제	110	89	300	320	대사성 의약품	자양강장변질제
2019	5	329	기타의 자양강장변질제	46	625	300	320	대사성 의약품	자양강장변질제
2019	5	331	혈액대용제	16132	17023	300	330	대사성 의약품	혈액 및 체액용약
2019	5	332	지혈제	1325	3085	300	330	대사성 의약품	혈액 및 체액용약
2019	5	333	혈액응고저지제	11948	16636	300	330	대사성 의약품	혈액 및 체액용약
2019	5	339	기타의 혈액 및 체액용약	63355	41186	300	330	대사성 의약품	혈액 및 체액용약
2019	5	341	인공신장관류용제	20563	12624	300	340	대사성 의약품	인공관류용제
2019	5	349	기타의 인공관류용제	884	9849	300	340	대사성 의약품	인공관류용제
2019	5	391	간장질환용제	57757	25217	300	390	대사성 의약품	기타의 대사성 의약품
2019	5	392	해독제	5471	5685	300	390	대사성 의약품	기타의 대사성 의약품
2019	5	394	통풍치료제	14634	2130	300	390	대사성 의약품	기타의 대사성 의약품
2019	5	395	효소제제	39185	11704	300	390	대사성 의약품	기타의 대사성 의약품
2019	5	396	당뇨병용제	226460	90666	300	390	대사성 의약품	기타의 대사성 의약품
2019	5	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2019	5	399	따로 분류되지 않는 대사성 의약품	59831	57381	300	390	대사성 의약품	기타의 대사성 의약품
2019	5	421	항악성종양제	10817	150759	400	420	조직세포의 기능용 의약품	종양용약
2019	5	429	기타의 종양치료제	273	935	400	420	조직세포의 기능용 의약품	종양용약
2019	5	431	방사성 의약품	1091	7831	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	5	439	기타의 조직세포의 치료 및 진단	72	26725	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	5	490	기타의 조직세포의 기능용의약품	1107	989	400	490	조직세포의 기능용 의약품	자료없음
2019	5	611	주로 그람양성균에 작용하는 것	715	3744	600	610	항병원생물성 의약품	항생물질제제
2019	5	612	주로 그람음성균에 작용하는 것	766	1902	600	610	항병원생물성 의약품	항생물질제제
2019	5	613	주로 항산성균에 작용하는 것	1083	259	600	610	항병원생물성 의약품	항생물질제제
2019	5	614	주로 그람양성균,리케치아,비루스에 작용하는 것	7500	3953	600	610	항병원생물성 의약품	항생물질제제
2019	5	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4939	724	600	610	항병원생물성 의약품	항생물질제제
2019	5	616	주로 곰팡이,원충에 작용하는 것	20	2328	600	610	항병원생물성 의약품	항생물질제제
2019	5	617	주로 악성종양에 작용하는 것	29	882	600	610	항병원생물성 의약품	항생물질제제
2019	5	618	주로 그람양성,음성균에 작용하는 것	209453	84531	600	610	항병원생물성 의약품	항생물질제제
2019	5	619	기타의 항생물질 제제(복합항생물질제제를 포함)	28509	10789	600	610	항병원생물성 의약품	항생물질제제
2019	5	621	설화제	4060	599	600	620	항병원생물성 의약품	화학료법제
2019	5	622	항결핵제	3421	824	600	620	항병원생물성 의약품	화학료법제
2019	5	623	치나제	3	0	600	620	항병원생물성 의약품	화학료법제
2019	5	629	기타의 화학요법제	37323	67807	600	620	항병원생물성 의약품	화학료법제
2019	5	631	백신류	0	17	600	630	항병원생물성 의약품	생물학적 제제
2019	5	632	독소류 및 톡소이드류	1	150	600	630	항병원생물성 의약품	생물학적 제제
2019	5	633	항독소 및 렙토스피라혈청류	0	75	600	630	항병원생물성 의약품	생물학적 제제
2019	5	634	혈액제제류	6363	21165	600	630	항병원생물성 의약품	생물학적 제제
2019	5	635	생물학적 시험용제제류	1	10	600	630	항병원생물성 의약품	생물학적 제제
2019	5	636	생물학적 제제	0	28	600	630	항병원생물성 의약품	생물학적 제제
2019	5	639	기타의 생물학적 제제	7	4225	600	630	항병원생물성 의약품	생물학적 제제
2019	5	641	항원충제	8642	1652	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	5	642	구충제	7	5	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	5	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	5	713	용해제	846	226	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	5	721	X선조영제	3660	36834	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	5	722	일반검사용 시약	12	79	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	5	728	기능검사용 시약	14	175	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	5	729	기타의 진단용약	71	79	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	5	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2019	5	811	아편알카로이드계 제제	4743	1857	800	810	마약	알카로이드 마약(천연)
2019	5	821	합성마약	5687	10758	800	820	마약	비알카로이드계 마약
2019	5	999	해당사항없음	184	236	900	990	자료없음	자료없음
2019	6	111	전신마취제	836	3197	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	112	최면진정제	19096	2752	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	113	항전간제	61970	16502	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	114	해열·진통·소염제	383509	64069	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	115	각성제,흥분제	2378	2077	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	116	진훈제	2757	102	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	117	정신신경용제	198083	43171	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	119	기타의 중추신경용약	137866	85721	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	6	121	국소마취제	3687	2062	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	6	122	골격근이완제	53625	7341	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	6	123	자율신경제	17658	2505	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	6	124	진경제	28648	3624	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	6	129	기타의 말초신경용약	1	102	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	6	131	안과용제	88573	53494	100	130	신경계 감각기관용 의약품	감각기관용약
2019	6	132	이비과용제	1047	3931	100	130	신경계 감각기관용 의약품	감각기관용약
2019	6	141	항히스타민제	180162	10596	100	140	신경계 감각기관용 의약품	알레르기용약
2019	6	142	자격요법제(비특이성면역원제제를 포함)	12433	32087	100	140	신경계 감각기관용 의약품	알레르기용약
2019	6	149	기타의 알레르기용약	38675	16184	100	140	신경계 감각기관용 의약품	알레르기용약
2019	6	211	강심제	12058	1232	200	210	개개의 기관계용 의약품	순환계용약
2019	6	212	부정맥용제	22779	2474	200	210	개개의 기관계용 의약품	순환계용약
2019	6	213	이뇨제	26796	1487	200	210	개개의 기관계용 의약품	순환계용약
2019	6	214	혈압강하제	263727	141355	200	210	개개의 기관계용 의약품	순환계용약
2019	6	215	혈관보강제	4978	1021	200	210	개개의 기관계용 의약품	순환계용약
2019	6	216	혈관수축제	714	91	200	210	개개의 기관계용 의약품	순환계용약
2019	6	217	혈관확장제	56216	9784	200	210	개개의 기관계용 의약품	순환계용약
2019	6	218	동맥경화용제	224849	155479	200	210	개개의 기관계용 의약품	순환계용약
2019	6	219	기타의 순환계용약	177602	54242	200	210	개개의 기관계용 의약품	순환계용약
2019	6	220	호흡기관용약	72	2483	200	220	개개의 기관계용 의약품	호흡기관용약
2019	6	221	호흡촉진제	81	227	200	220	개개의 기관계용 의약품	호흡기관용약
2019	6	222	진해거담제	336235	29467	200	220	개개의 기관계용 의약품	호흡기관용약
2019	6	223	함소흡입제	428217	3235	200	220	개개의 기관계용 의약품	호흡기관용약
2019	6	229	기타의 호흡기관용약	36550	8812	200	220	개개의 기관계용 의약품	호흡기관용약
2019	6	231	치과구강용약	792	580	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	232	소화성궤양용제	337995	93214	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	233	건위소화제	96	3	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	234	제산제	81172	3160	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	235	최토제,진토제	10106	5618	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	236	이담제	14415	2976	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	237	정장제	32385	3858	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	238	하제,완장제	2006	354	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	239	기타의 소화기관용약	206431	24151	200	230	개개의 기관계용 의약품	소화기관용약
2019	6	241	뇌하수체호르몬제	2447	6299	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	6	243	갑상선,부갑상선호르몬제	35552	2860	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	6	244	단백동화스테로이드제	13	7	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	6	245	부신호르몬제	47397	4584	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	6	246	남성호르몬제	191	87	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	6	247	난포호르몬 및 황체호르몬제	9037	4115	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	6	249	기타의 호르몬제(항호르몬제를 포함)	702	13962	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	6	252	자궁수축제	76	73	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	6	255	비뇨생식기관용제(성병예방제 포함)	3891	1367	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	6	256	치질용제	32	88	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	6	259	기타의 비뇨생식기관 및 항문용약	65785	39439	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	6	261	외피용살균소독제	1	27	200	260	개개의 기관계용 의약품	외피용약
2019	6	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	6	263	화농성질환용제	29	127	200	260	개개의 기관계용 의약품	외피용약
2019	6	264	진통·진양·수렴·소염제	2881	8512	200	260	개개의 기관계용 의약품	외피용약
2019	6	265	기생성 피부질환용제	757	3676	200	260	개개의 기관계용 의약품	외피용약
2019	6	266	피부연화제(부식제를 포함)	60	207	200	260	개개의 기관계용 의약품	외피용약
2019	6	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	6	269	기타의 외피용약	974	3513	200	260	개개의 기관계용 의약품	외피용약
2019	6	311	비타민 A 및 D제	6991	3181	300	310	대사성 의약품	비타민제
2019	6	312	비타민 B₁제	5605	200	300	310	대사성 의약품	비타민제
2019	6	313	비타민 B제(비타민 B₁을 제외)	11362	338	300	310	대사성 의약품	비타민제
2019	6	314	비타민 C 및 P제	227	57	300	310	대사성 의약품	비타민제
2019	6	315	비타민 E 및 K제	72	17	300	310	대사성 의약품	비타민제
2019	6	316	혼합비타민제(비타민 A D 혼합제를 제외)	2182	500	300	310	대사성 의약품	비타민제
2019	6	321	칼슘제	33995	2620	300	320	대사성 의약품	자양강장변질제
2019	6	322	무기질제제	13140	1935	300	320	대사성 의약품	자양강장변질제
2019	6	323	당류제	1639	2068	300	320	대사성 의약품	자양강장변질제
2019	6	325	단백아미노산제제	2074	14044	300	320	대사성 의약품	자양강장변질제
2019	6	326	장기제제	106	86	300	320	대사성 의약품	자양강장변질제
2019	6	329	기타의 자양강장변질제	41	572	300	320	대사성 의약품	자양강장변질제
2019	6	331	혈액대용제	14932	15881	300	330	대사성 의약품	혈액 및 체액용약
2019	6	332	지혈제	1183	2218	300	330	대사성 의약품	혈액 및 체액용약
2019	6	333	혈액응고저지제	11331	15407	300	330	대사성 의약품	혈액 및 체액용약
2019	6	339	기타의 혈액 및 체액용약	59056	38303	300	330	대사성 의약품	혈액 및 체액용약
2019	6	341	인공신장관류용제	18757	11532	300	340	대사성 의약품	인공관류용제
2019	6	349	기타의 인공관류용제	787	8640	300	340	대사성 의약품	인공관류용제
2019	6	391	간장질환용제	54290	24490	300	390	대사성 의약품	기타의 대사성 의약품
2019	6	392	해독제	5156	5281	300	390	대사성 의약품	기타의 대사성 의약품
2019	6	394	통풍치료제	13730	2011	300	390	대사성 의약품	기타의 대사성 의약품
2019	6	395	효소제제	31816	10276	300	390	대사성 의약품	기타의 대사성 의약품
2019	6	396	당뇨병용제	209951	84356	300	390	대사성 의약품	기타의 대사성 의약품
2019	6	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2019	6	399	따로 분류되지 않는 대사성 의약품	55452	52820	300	390	대사성 의약품	기타의 대사성 의약품
2019	6	421	항악성종양제	9801	136924	400	420	조직세포의 기능용 의약품	종양용약
2019	6	429	기타의 종양치료제	248	866	400	420	조직세포의 기능용 의약품	종양용약
2019	6	431	방사성 의약품	1022	7449	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	6	439	기타의 조직세포의 치료 및 진단	65	24058	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	6	490	기타의 조직세포의 기능용의약품	1036	926	400	490	조직세포의 기능용 의약품	자료없음
2019	6	611	주로 그람양성균에 작용하는 것	613	3390	600	610	항병원생물성 의약품	항생물질제제
2019	6	612	주로 그람음성균에 작용하는 것	692	1755	600	610	항병원생물성 의약품	항생물질제제
2019	6	613	주로 항산성균에 작용하는 것	989	234	600	610	항병원생물성 의약품	항생물질제제
2019	6	614	주로 그람양성균,리케치아,비루스에 작용하는 것	5602	3035	600	610	항병원생물성 의약품	항생물질제제
2019	6	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4604	673	600	610	항병원생물성 의약품	항생물질제제
2019	6	616	주로 곰팡이,원충에 작용하는 것	18	2214	600	610	항병원생물성 의약품	항생물질제제
2019	6	617	주로 악성종양에 작용하는 것	27	815	600	610	항병원생물성 의약품	항생물질제제
2019	6	618	주로 그람양성,음성균에 작용하는 것	163427	72064	600	610	항병원생물성 의약품	항생물질제제
2019	6	619	기타의 항생물질 제제(복합항생물질제제를 포함)	20071	8005	600	610	항병원생물성 의약품	항생물질제제
2019	6	621	설화제	3686	545	600	620	항병원생물성 의약품	화학료법제
2019	6	622	항결핵제	3102	770	600	620	항병원생물성 의약품	화학료법제
2019	6	623	치나제	2	0	600	620	항병원생물성 의약품	화학료법제
2019	6	629	기타의 화학요법제	39852	64217	600	620	항병원생물성 의약품	화학료법제
2019	6	631	백신류	0	20	600	630	항병원생물성 의약품	생물학적 제제
2019	6	632	독소류 및 톡소이드류	1	183	600	630	항병원생물성 의약품	생물학적 제제
2019	6	633	항독소 및 렙토스피라혈청류	0	83	600	630	항병원생물성 의약품	생물학적 제제
2019	6	634	혈액제제류	5777	19404	600	630	항병원생물성 의약품	생물학적 제제
2019	6	635	생물학적 시험용제제류	1	10	600	630	항병원생물성 의약품	생물학적 제제
2019	6	636	생물학적 제제	0	29	600	630	항병원생물성 의약품	생물학적 제제
2019	6	639	기타의 생물학적 제제	6	3716	600	630	항병원생물성 의약품	생물학적 제제
2019	6	641	항원충제	8097	1545	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	6	642	구충제	9	6	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	6	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	6	713	용해제	791	209	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	6	721	X선조영제	3338	34908	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	6	722	일반검사용 시약	11	71	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	6	728	기능검사용 시약	13	169	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	6	729	기타의 진단용약	63	77	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	6	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	4	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2019	6	811	아편알카로이드계 제제	4153	1678	800	810	마약	알카로이드 마약(천연)
2019	6	821	합성마약	5186	9835	800	820	마약	비알카로이드계 마약
2019	6	999	해당사항없음	169	246	900	990	자료없음	자료없음
2019	7	111	전신마취제	976	3696	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	112	최면진정제	21396	3085	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	113	항전간제	71429	19369	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	114	해열·진통·소염제	425155	70807	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	115	각성제,흥분제	2600	2284	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	116	진훈제	3041	113	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	117	정신신경용제	224236	48701	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	119	기타의 중추신경용약	157083	99550	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	7	121	국소마취제	4180	2340	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	7	122	골격근이완제	59545	8200	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	7	123	자율신경제	19911	2843	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	7	124	진경제	32485	4075	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	7	129	기타의 말초신경용약	1	164	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	7	131	안과용제	97330	59292	100	130	신경계 감각기관용 의약품	감각기관용약
2019	7	132	이비과용제	1163	4017	100	130	신경계 감각기관용 의약품	감각기관용약
2019	7	141	항히스타민제	180120	10962	100	140	신경계 감각기관용 의약품	알레르기용약
2019	7	142	자격요법제(비특이성면역원제제를 포함)	14737	37798	100	140	신경계 감각기관용 의약품	알레르기용약
2019	7	149	기타의 알레르기용약	40388	16533	100	140	신경계 감각기관용 의약품	알레르기용약
2019	7	211	강심제	13378	1395	200	210	개개의 기관계용 의약품	순환계용약
2019	7	212	부정맥용제	25704	2867	200	210	개개의 기관계용 의약품	순환계용약
2019	7	213	이뇨제	29949	1664	200	210	개개의 기관계용 의약품	순환계용약
2019	7	214	혈압강하제	295069	158261	200	210	개개의 기관계용 의약품	순환계용약
